Ticker,Expiration Date,Strike Price,Last Price,Bid,Ask,Volume,Open Interest,Current Price,Predicted_Premium,Error,Calibrated_Predicted_Premium
INTU,2025-03-07,540.0,7.5,6.8,7.4,2.0,7,585.9099731445312,4.8543096,-2.645690441131592,4.8266535
INTU,2025-03-07,530.0,4.59,5.1,5.8,,1,585.9099731445312,4.509362,-0.0806377792358397,4.481706
INTU,2025-03-07,520.0,3.19,3.3,4.7,1.0,1,585.9099731445312,3.1395936,-0.050406398773193306,3.1119378
INTU,2025-03-07,510.0,2.1,2.35,3.7,1.0,1,585.9099731445312,2.6830316,0.5830315589904784,2.6553757
INTU,2025-03-07,500.0,1.85,1.5,2.9,1.0,1,585.9099731445312,1.9050218,0.05502178668975821,1.877366
ADI,2025-03-07,200.0,5.32,5.7,6.3,3.0,14,204.9499969482422,5.113644,-0.2063558769226077,5.085988
ADI,2025-03-07,195.0,3.58,3.8,4.4,4.0,21,204.9499969482422,3.359609,-0.22039111137390144,3.331953
ADI,2025-03-07,190.0,2.15,2.55,3.1,6.0,7,204.9499969482422,1.9546587,-0.19534125328063956,1.9270029
ADI,2025-03-07,185.0,1.9,1.7,2.2,,3,204.9499969482422,1.1109966,-0.7890033960342406,1.0833408
ADI,2025-03-07,180.0,1.13,1.05,1.95,1.0,17,204.9499969482422,0.9163312,-0.21366882801055898,0.8886753
MU,2025-03-07,95.0,4.45,4.2,4.3,54.0,203,95.52999877929688,4.3727384,-0.0772616386413576,4.3450823
MU,2025-03-07,94.0,3.55,3.7,3.8,21.0,49,95.52999877929688,3.6850793,0.135079336166382,3.6574235
MU,2025-03-07,93.0,5.1,3.3,3.35,7.0,127,95.52999877929688,4.803894,-0.29610595703124964,4.776238
MU,2025-03-07,92.0,2.9,2.88,2.95,15.0,83,95.52999877929688,2.9954453,0.09544525146484384,2.9677894
MU,2025-03-07,91.0,2.56,2.55,2.59,7.0,27,95.52999877929688,2.48712,-0.07288008689880376,2.459464
MU,2025-03-07,90.0,2.15,2.21,2.25,36.0,233,95.52999877929688,2.2419767,0.09197673797607431,2.214321
MU,2025-03-07,89.0,1.98,1.89,1.95,5.0,145,95.52999877929688,1.9489915,-0.03100846290588377,1.9213357
MU,2025-03-07,88.0,1.75,1.64,1.69,4.0,63,95.52999877929688,1.7613767,0.011376738548278809,1.7337209
MU,2025-03-07,87.0,1.43,1.42,1.48,9.0,48,95.52999877929688,1.447008,0.017008013725280824,1.4193522
MU,2025-03-07,86.0,1.23,1.22,1.25,9.0,30,95.52999877929688,1.3216541,0.09165408134460451,1.2939982
LULU,2025-03-07,400.0,14.55,11.8,12.7,14.0,25,400.3999938964844,14.554524,0.004524421691893821,14.526869
LULU,2025-03-07,395.0,11.85,10.0,10.5,8.0,25,400.3999938964844,11.645744,-0.2042556762695309,11.618089
LULU,2025-03-07,390.0,9.85,8.05,8.55,60.0,55,400.3999938964844,9.850619,0.000619316101074574,9.822964
LULU,2025-03-07,385.0,8.0,6.25,6.75,3.0,64,400.3999938964844,7.9754834,-0.024516582489013672,7.9478273
LULU,2025-03-07,380.0,6.35,5.1,5.5,7.0,37,400.3999938964844,6.1666565,-0.18334350585937464,6.1390004
LULU,2025-03-07,375.0,5.05,3.8,4.3,6.0,29,400.3999938964844,5.0148683,-0.03513174057006818,4.987212
LULU,2025-03-07,370.0,3.95,3.1,3.4,2.0,20,400.3999938964844,3.8912544,-0.05874557495117205,3.8635986
LULU,2025-03-07,365.0,1.96,2.36,2.75,2.0,8,400.3999938964844,2.0685604,0.10856036186218265,2.0409045
LULU,2025-03-07,360.0,2.32,1.72,2.13,4.0,48,400.3999938964844,2.251612,-0.06838805198669418,2.223956
LULU,2025-03-07,355.0,1.43,1.41,1.85,1.0,27,400.3999938964844,1.4609511,0.03095108985900885,1.4332952
PLUG,2025-03-07,1.5,0.07,0.07,0.08,10452.0,1650,1.7450000047683716,0.062083505,-0.007916494905948646,0.034427624
PLUG,2025-03-07,1.0,0.02,0.0,0.02,,1,1.7450000047683716,0.04413269,0.024132690876722335,0.01647681
F,2025-03-07,9.0,0.22,0.22,0.23,261.0,2111,9.199999809265137,0.25276527,0.032765268087387084,0.22510938
F,2025-03-07,8.5,0.08,0.06,0.08,80.0,549,9.199999809265137,0.13692258,0.05692258298397064,0.1092667
F,2025-03-07,8.0,0.03,0.02,0.03,14.0,305,9.199999809265137,0.05357456,0.02357455834746361,0.025918677
F,2025-03-07,7.5,0.03,0.0,0.02,1.0,29,9.199999809265137,0.044843275,0.014843275099992753,0.017187394
F,2025-03-07,7.0,0.01,0.0,0.01,,250,9.199999809265137,0.03636546,0.026365460604429243,0.00870958
F,2025-03-07,6.5,0.02,0.0,0.01,,9,9.199999809265137,0.036722347,0.016722347140312194,0.009066466
F,2025-03-07,6.0,0.02,0.0,0.01,21.0,25,9.199999809265137,0.046990134,0.026990133821964263,0.019334253
F,2025-03-07,5.0,0.03,0.0,0.02,,200,9.199999809265137,0.039409064,0.009409063756465913,0.011753183
GM,2025-03-07,46.0,1.05,1.28,1.33,186.0,308,46.60499954223633,1.0817939,0.03179390430450435,1.0541381
GM,2025-03-07,45.0,0.84,0.89,0.94,1.0,432,46.60499954223633,0.8776601,0.03766009569168094,0.8500042
GM,2025-03-07,44.0,0.65,0.61,0.65,16.0,337,46.60499954223633,0.7946615,0.14466152191162107,0.7670056
GM,2025-03-07,43.0,0.41,0.4,0.43,12.0,143,46.60499954223633,0.45979008,0.04979008078575137,0.4321342
GM,2025-03-07,42.0,0.29,0.27,0.29,19.0,39,46.60499954223633,0.307338,0.01733799934387209,0.27968213
GM,2025-03-07,41.0,0.19,0.0,0.23,1.0,178,46.60499954223633,0.21989368,0.029893679022789,0.1922378
GM,2025-03-07,40.0,0.1,0.0,0.16,1.0,14,46.60499954223633,0.17070973,0.07070972919464111,0.14305384
GM,2025-03-07,39.0,0.08,0.01,0.3,2.0,4,46.60499954223633,0.117550306,0.037550306022167204,0.08989443
GM,2025-03-07,38.0,0.05,0.01,0.31,,67,46.60499954223633,0.10254318,0.052543182671070096,0.074887305
GM,2025-03-07,35.0,0.18,0.0,0.15,,1,46.60499954223633,0.18642138,0.006421379446983344,0.1587655
COF,2025-03-07,195.0,2.39,4.1,4.5,2.0,6,198.75,2.5836782,0.19367824554443347,2.5560224
COF,2025-03-07,190.0,2.8,2.7,2.85,17.0,26,198.75,2.7363605,-0.06363945007324201,2.7087047
COF,2025-03-07,185.0,0.96,1.65,1.8,11.0,12,198.75,1.0080762,0.048076190948486364,0.9804203
COF,2025-03-07,180.0,0.88,0.0,1.35,2.0,13,198.75,0.75561893,-0.12438107013702393,0.72796303
COF,2025-03-07,175.0,0.9,0.0,0.95,1.0,7,198.75,0.68300885,-0.21699115037918093,0.65535295
COF,2025-03-07,160.0,0.32,0.0,0.75,,2,198.75,0.2755615,-0.04443848848342896,0.24790563
STZ,2025-03-07,165.0,3.0,3.7,4.6,3.0,15,166.8300018310547,3.049882,0.049881935119628906,3.022226
STZ,2025-03-07,160.0,1.25,2.0,3.6,18.0,24,166.8300018310547,1.2762964,0.026296377182006836,1.2486405
STZ,2025-03-07,155.0,1.25,0.95,1.4,,2,166.8300018310547,1.1803259,-0.06967413425445557,1.15267
STZ,2025-03-07,150.0,0.95,0.5,1.15,,2,166.8300018310547,0.789339,-0.16066099405288692,0.7616831
STZ,2025-03-07,145.0,0.53,0.05,0.9,,10,166.8300018310547,0.34988546,-0.18011453628540042,0.3222296
KMX,2025-02-21,82.5,0.75,0.8,0.9,53.0,181,84.99500274658203,0.7537936,0.0037935972213745117,0.7261377
KMX,2025-02-21,80.0,0.28,0.3,0.4,1.0,227,84.99500274658203,0.30083084,0.0208308410644531,0.27317497
KMX,2025-02-21,77.5,0.16,0.1,0.2,1.0,431,84.99500274658203,0.25357246,0.09357246398925781,0.22591658
KMX,2025-02-21,75.0,0.1,0.05,0.1,103.0,455,84.99500274658203,0.15875074,0.058750742673873896,0.13109486
KMX,2025-02-21,72.5,0.11,0.0,0.1,3.0,29,84.99500274658203,0.08263376,-0.027366236448287964,0.054977883
KMX,2025-02-21,70.0,0.1,0.0,0.05,4.0,698,84.99500274658203,0.07117461,-0.02882539331912995,0.043518726
KMX,2025-02-21,65.0,0.1,0.0,0.1,5.0,17,84.99500274658203,0.06183378,-0.03816621974110604,0.0341779
KMX,2025-02-21,60.0,0.02,0.0,0.1,,4,84.99500274658203,0.017572327,-0.0024276734143495564,-0.010083554
KMX,2025-02-21,55.0,0.05,0.0,0.1,6.0,4,84.99500274658203,0.025708325,-0.024291674792766574,-0.0019475557
TSCO,2025-03-07,54.0,1.58,1.35,1.45,1.0,1,54.040000915527344,1.6229742,0.04297415733337395,1.5953183
TSCO,2025-03-07,53.0,1.55,0.9,1.0,,15,54.040000915527344,1.4899154,-0.060084629058837935,1.4622595
TSCO,2025-03-07,52.0,1.05,0.55,0.75,,13,54.040000915527344,1.0644405,0.014440488815307573,1.0367846
TSCO,2025-03-07,51.0,0.67,0.35,0.5,2.0,2,54.040000915527344,1.2238125,0.553812460899353,1.1961566
TSCO,2025-03-07,49.0,0.37,0.15,0.25,1.0,3,54.040000915527344,0.43024832,0.060248320102691655,0.40259245
LMT,2025-03-07,445.0,9.57,10.1,10.6,206.0,1295,446.9299926757813,9.51201,-0.05799037933349638,9.484354
LMT,2025-03-07,440.0,7.49,7.9,8.5,211.0,1494,446.9299926757813,7.570938,0.08093811035156229,7.543282
LMT,2025-03-07,435.0,6.93,6.1,6.6,7.0,349,446.9299926757813,7.004587,0.07458717346191435,6.976931
LMT,2025-03-07,430.0,5.94,4.7,5.2,24.0,102,446.9299926757813,5.904214,-0.035786094665527735,5.876558
LMT,2025-03-07,425.0,4.4,3.5,4.0,1.0,51,446.9299926757813,4.344182,-0.055817985534668324,4.316526
LMT,2025-03-07,420.0,3.4,2.75,3.1,2.0,26,446.9299926757813,3.4578948,0.05789480209350595,3.430239
LMT,2025-03-07,415.0,2.5,2.1,2.55,3.0,19,446.9299926757813,2.519527,0.019526958465576172,2.491871
LMT,2025-03-07,410.0,1.8,1.5,1.95,5.0,28,446.9299926757813,1.7883577,-0.011642265319824263,1.7607019
LMT,2025-03-07,405.0,1.1,1.25,1.6,,1,446.9299926757813,1.1804904,0.08049037456512442,1.1528345
LMT,2025-03-07,400.0,0.8,0.85,1.35,,1,446.9299926757813,0.79272324,-0.007276761531829878,0.76506734
SHOP,2025-03-07,120.0,8.48,8.15,8.6,17.0,34,120.69400024414062,6.665054,-1.8149461555480961,6.637398
SHOP,2025-03-07,119.0,7.6,7.45,7.8,1.0,10,120.69400024414062,7.618769,0.01876916885376012,7.591113
SHOP,2025-03-07,118.0,7.28,7.15,7.35,2.0,33,120.69400024414062,7.1128283,-0.16717174530029322,7.085172
SHOP,2025-03-07,117.0,6.69,6.55,6.9,2.0,3,120.69400024414062,6.7730107,0.08301073074340781,6.7453547
SHOP,2025-03-07,116.0,6.61,6.2,6.4,2.0,3,120.69400024414062,6.270776,-0.33922420501709016,6.2431197
SHOP,2025-03-07,115.0,7.18,5.85,6.05,6.0,22,120.69400024414062,7.074243,-0.10575693130493136,7.046587
SHOP,2025-03-07,114.0,5.75,5.45,5.6,11.0,7,120.69400024414062,5.586261,-0.16373920440673828,5.5586047
SHOP,2025-03-07,113.0,5.19,5.1,5.2,2.0,9,120.69400024414062,5.277397,0.08739715576171836,5.249741
SHOP,2025-03-07,112.0,5.5,4.7,4.85,1.0,17,120.69400024414062,5.3872128,-0.11278724670410156,5.3595567
SHOP,2025-03-07,111.0,9.0,4.35,4.5,1.0,1,120.69400024414062,8.7430525,-0.25694751739501953,8.715397
BIDU,2025-03-07,93.0,7.35,4.7,5.1,3.0,4,93.28500366210938,7.3683147,0.018314743041992543,7.3406587
BIDU,2025-03-07,92.0,7.35,4.45,4.5,28.0,28,93.28500366210938,7.2029667,-0.14703330993652308,7.1753106
BIDU,2025-03-07,91.0,4.05,3.95,4.05,8.0,13,93.28500366210938,4.1377397,0.08773965835571307,4.1100836
BIDU,2025-03-07,90.0,3.55,3.45,3.55,14.0,178,93.28500366210938,3.4467518,-0.10324816703796369,3.419096
BIDU,2025-03-07,89.0,3.39,3.0,3.15,2.0,19,93.28500366210938,2.8257856,-0.5642143630981447,2.7981298
BIDU,2025-03-07,88.0,2.76,2.65,2.73,310.0,27,93.28500366210938,2.7345788,-0.02542115211486795,2.706923
BIDU,2025-03-07,87.0,2.3,2.21,2.38,7.0,11,93.28500366210938,2.3737028,0.07370276451110858,2.346047
BIDU,2025-03-07,86.0,3.14,1.83,2.09,3.0,10,93.28500366210938,2.7822309,-0.3577691459655763,2.754575
BIDU,2025-03-07,85.0,1.78,1.71,1.92,7.0,12,93.28500366210938,1.8924876,0.11248764514923093,1.8648318
BIDU,2025-03-07,84.0,1.5,1.27,1.53,1.0,26,93.28500366210938,1.5913156,0.0913156270980835,1.5636598
SPG,2025-02-21,175.0,0.85,0.8,0.95,5.0,132,179.8249969482422,1.0567043,0.20670428276062014,1.0290484
SPG,2025-02-21,170.0,0.31,0.25,0.4,3.0,691,179.8249969482422,0.49839556,0.18839556217193604,0.4707397
SPG,2025-02-21,165.0,0.2,0.15,0.25,2.0,254,179.8249969482422,1.0933331,0.893333125114441,1.0656773
SPG,2025-02-21,160.0,0.05,0.05,0.1,1.0,207,179.8249969482422,0.17427857,0.12427857220172882,0.14662269
SPG,2025-02-21,155.0,0.1,0.0,0.25,2.0,115,179.8249969482422,0.23920101,0.13920100927352905,0.21154512
SPG,2025-02-21,150.0,0.22,0.0,0.1,61.0,108,179.8249969482422,0.19734277,-0.022657231688499452,0.16968688
SPG,2025-02-21,145.0,0.15,0.0,0.15,5.0,131,179.8249969482422,0.1440377,-0.0059623062610626165,0.11638181
SPG,2025-02-21,140.0,0.25,0.0,0.05,10.0,79,179.8249969482422,0.15094566,-0.09905433654785156,0.12328978
SPG,2025-02-21,135.0,0.05,0.0,0.05,3.0,5,179.8249969482422,0.117307164,0.06730716377496719,0.08965129
SPG,2025-02-21,130.0,0.12,0.0,0.05,,27,179.8249969482422,0.09411737,-0.025882626771926875,0.06646149
MELI,2025-03-07,2000.0,96.0,81.7,90.0,1.0,1,2028.9300537109373,95.99016,-0.0098419189453125,95.9625
MELI,2025-03-07,1950.0,100.4,60.9,70.0,,1,2028.9300537109373,100.36773,-0.032270812988286934,100.34007
MELI,2025-03-07,1940.0,54.1,57.8,65.5,1.0,1,2028.9300537109373,89.74406,35.644056701660155,89.7164
MELI,2025-03-07,1930.0,97.52,55.2,62.8,,1,2028.9300537109373,89.99496,-7.525043029785152,89.9673
MELI,2025-03-07,1920.0,84.0,50.7,58.8,,1,2028.9300537109373,84.07076,0.07076263427734375,84.043106
MELI,2025-03-07,1880.0,123.05,39.0,48.0,,2,2028.9300537109373,122.97896,-0.07104187011718466,122.9513
MELI,2025-03-07,1860.0,111.8,35.1,43.0,2.0,3,2028.9300537109373,111.83593,0.03592987060547159,111.80827
MELI,2025-03-07,1850.0,81.44,31.8,39.0,2.0,2,2028.9300537109373,59.324005,-22.115994873046873,59.29635
MELI,2025-03-07,1840.0,33.0,31.1,36.4,1.0,1,2028.9300537109373,33.060963,0.060962677001953125,33.033306
MELI,2025-03-07,1820.0,80.39,24.6,32.0,1.0,1,2028.9300537109373,80.302956,-0.08704437255859432,80.2753
BA,2025-03-07,180.0,4.65,4.8,5.1,1.0,244,180.27349853515625,4.6988316,0.04883155822753871,4.6711755
BA,2025-03-07,175.0,3.04,2.93,3.15,12.0,185,180.27349853515625,2.9867425,-0.05325750350952152,2.9590867
BA,2025-03-07,170.0,1.8,1.73,1.79,14.0,275,180.27349853515625,1.7795398,-0.020460176467895552,1.751884
BA,2025-03-07,165.0,1.03,0.95,1.0,67.0,278,180.27349853515625,0.9902888,-0.039711205959320095,0.9626329
BA,2025-03-07,160.0,0.55,0.52,0.57,4.0,3203,180.27349853515625,0.51476365,-0.035236346721649214,0.48710778
BA,2025-03-07,155.0,0.37,0.08,0.51,5.0,72,180.27349853515625,0.41053727,0.04053727269172669,0.3828814
BA,2025-03-07,150.0,0.24,0.02,0.22,6.0,39,180.27349853515625,0.30996624,0.06996623635292054,0.28231037
BA,2025-03-07,145.0,0.22,0.04,0.34,100.0,118,180.27349853515625,0.23737173,0.01737172782421112,0.20971584
BA,2025-03-07,140.0,0.32,0.02,0.3,1.0,6,180.27349853515625,0.24579035,-0.07420965254306794,0.21813446
BA,2025-03-07,130.0,0.04,0.01,0.26,1.0,1,180.27349853515625,0.1338443,0.09384430110454559,0.10618842
GS,2025-03-07,645.0,14.46,13.05,13.7,4.0,9,648.22998046875,14.446626,-0.013374290466309446,14.41897
GS,2025-03-07,640.0,9.94,11.15,11.6,11.0,19,648.22998046875,9.940502,0.0005021667480473724,9.912847
GS,2025-03-07,635.0,9.8,9.4,9.85,1.0,33,648.22998046875,9.811797,0.011797142028807883,9.784142
GS,2025-03-07,630.0,8.45,7.8,8.25,5.0,41,648.22998046875,8.48788,0.03787975311279368,8.460224
GS,2025-03-07,625.0,6.9,6.65,6.95,6.0,19,648.22998046875,6.8570952,-0.042904758453369496,6.829439
GS,2025-03-07,620.0,4.94,5.45,5.75,9.0,35,648.22998046875,4.97774,0.037739810943603125,4.9500837
GS,2025-03-07,615.0,4.8,4.55,4.8,16.0,44,648.22998046875,4.7914,-0.008600044250488104,4.763744
GS,2025-03-07,610.0,4.2,3.8,4.05,1.0,12,648.22998046875,4.184539,-0.015461158752441584,4.156883
GS,2025-03-07,605.0,3.52,3.15,3.5,1.0,39,648.22998046875,3.53793,0.01793001174926756,3.5102742
GS,2025-03-07,600.0,2.46,2.6,2.78,4.0,66,648.22998046875,2.491816,0.0318160438537598,2.4641602
CAT,2025-03-07,360.0,7.5,6.8,7.25,1.0,41,363.0199890136719,7.62491,0.12490987777709961,7.597254
CAT,2025-03-07,355.0,5.53,5.15,5.5,9.0,36,363.0199890136719,7.901015,2.3710148048400876,7.8733587
CAT,2025-03-07,350.0,4.17,3.8,4.0,2.0,84,363.0199890136719,4.290418,0.12041814804077156,4.262762
CAT,2025-03-07,345.0,3.05,2.76,2.95,7.0,39,363.0199890136719,3.0657613,0.01576132774353045,3.0381055
CAT,2025-03-07,340.0,2.15,1.96,2.16,7.0,200,363.0199890136719,2.2835474,0.13354740142822275,2.2558916
CAT,2025-03-07,335.0,1.67,1.24,1.54,6.0,134,363.0199890136719,1.7097331,0.03973312854766853,1.6820773
CAT,2025-03-07,330.0,1.17,0.98,1.25,1.0,28,363.0199890136719,1.1850598,0.015059785842895579,1.157404
CAT,2025-03-07,325.0,0.8,0.0,0.82,6.0,1,363.0199890136719,0.83700895,0.03700895309448238,0.80935305
CAT,2025-03-07,320.0,0.6,0.47,0.66,,1,363.0199890136719,0.66511095,0.06511094570159914,0.63745505
CAT,2025-03-07,315.0,1.25,0.16,0.75,,1,363.0199890136719,1.181244,-0.06875598430633545,1.1535882
HLT,2025-02-21,260.0,1.35,1.4,1.55,25.0,207,265.7250061035156,1.5378149,0.18781485557556143,1.510159
HLT,2025-02-21,250.0,0.4,0.4,0.5,35.0,2609,265.7250061035156,0.54957056,0.14957056045532224,0.52191466
HLT,2025-02-21,240.0,0.19,0.15,0.25,10.0,155,265.7250061035156,0.25631353,0.06631353259086609,0.22865765
HLT,2025-02-21,230.0,0.1,0.1,0.15,15.0,387,265.7250061035156,0.07819134,-0.021808660030364996,0.05053546
HLT,2025-02-21,220.0,0.05,0.0,0.2,5.0,191,265.7250061035156,0.074841835,0.02484183460474014,0.047185954
HLT,2025-02-21,210.0,0.05,0.0,0.05,2.0,49,265.7250061035156,0.07186315,0.02186315208673477,0.04420727
HLT,2025-02-21,200.0,0.05,0.0,0.05,124.0,130,265.7250061035156,0.061877612,0.011877612024545667,0.03422173
HLT,2025-02-21,195.0,0.1,0.0,0.05,4.0,10,265.7250061035156,0.06550583,-0.034494167566299444,0.03784995
HLT,2025-02-21,190.0,0.1,0.0,0.75,3.0,5,265.7250061035156,0.06993055,-0.03006944656372071,0.042274673
HLT,2025-02-21,185.0,0.05,0.0,0.75,,6,265.7250061035156,0.052019615,0.002019614726305005,0.024363734
TGT,2025-03-07,131.0,6.93,6.6,6.75,1.0,15,131.25,7.0406713,0.11067134857177763,7.0130153
TGT,2025-03-07,130.0,6.2,6.15,6.3,5.0,92,131.25,6.280638,0.08063821792602521,6.252982
TGT,2025-03-07,129.0,6.12,5.65,5.8,26.0,32,131.25,5.933027,-0.18697320938110362,5.9053707
TGT,2025-03-07,128.0,5.07,5.2,5.35,3.0,15,131.25,5.0807,0.01069992065429659,5.053044
TGT,2025-03-07,127.0,5.0,4.8,4.9,2.0,30,131.25,4.9301677,-0.06983232498168945,4.9025116
TGT,2025-03-07,126.0,4.55,4.4,4.55,3.0,137,131.25,4.091505,-0.45849494934082013,4.063849
TGT,2025-03-07,125.0,4.5,4.0,4.15,3.0,87,131.25,4.3600826,-0.13991737365722656,4.3324265
TGT,2025-03-07,124.0,3.85,3.65,3.8,5.0,174,131.25,3.7796626,-0.07033739089965829,3.7520068
TGT,2025-03-07,123.0,3.72,3.35,3.45,55.0,261,131.25,3.7548742,0.03487422943115215,3.7272184
TGT,2025-03-07,122.0,2.24,3.05,3.2,3.0,18,131.25,2.3566833,0.11668325424194315,2.3290274
DOW,2025-03-07,38.0,1.26,1.07,1.23,15.0,191,38.40010070800781,1.2675799,0.007579913139343253,1.2399241
DOW,2025-03-07,37.0,0.85,0.79,0.81,5.0,89,38.40010070800781,0.74978715,-0.1002128481864929,0.72213125
DOW,2025-03-07,36.0,0.48,0.49,0.52,2.0,45,38.40010070800781,0.4405157,-0.039484302997589094,0.41285983
DOW,2025-03-07,35.0,0.4,0.28,0.33,4.0,38,38.40010070800781,0.2420591,-0.1579409033060074,0.21440321
DOW,2025-03-07,34.0,0.17,0.16,0.2,3.0,14,38.40010070800781,0.116428025,-0.05357197493314744,0.08877215
DOW,2025-03-07,33.0,0.16,0.1,0.17,1.0,12,38.40010070800781,0.11674086,-0.043259139955043796,0.08908498
DOW,2025-03-07,32.0,0.15,0.03,0.1,27.0,28,38.40010070800781,0.10652011,-0.043479891121387476,0.07886423
DOW,2025-03-07,31.0,0.12,0.0,0.26,1.0,2,38.40010070800781,0.093614064,-0.02638593584299087,0.06595819
DOW,2025-03-07,30.0,0.06,0.0,0.24,,10,38.40010070800781,0.08168686,0.021686861813068392,0.05403098
COP,2025-03-07,98.0,2.3,2.29,2.38,1.0,6,98.76000213623048,2.284907,-0.015092897415160955,2.2572513
COP,2025-03-07,97.0,2.2,1.89,1.94,1.0,4,98.76000213623048,2.2108915,0.01089148521423322,2.1832356
COP,2025-03-07,96.0,1.42,1.49,1.6,2.0,2,98.76000213623048,1.9843749,0.5643748807907105,1.956719
COP,2025-03-07,95.0,1.0,1.2,1.25,1.0,12,98.76000213623048,1.1026134,0.10261344909667969,1.0749576
COP,2025-03-07,94.0,0.94,0.94,1.01,6.0,115,98.76000213623048,0.9411432,0.0011432147026062545,0.9134873
COP,2025-03-07,93.0,0.74,0.72,0.78,30.0,30,98.76000213623048,0.8262885,0.08628852128982545,0.7986326
COP,2025-03-07,92.0,0.6,0.57,0.62,3.0,17,98.76000213623048,0.6849078,0.08490779399871828,0.6572519
COP,2025-03-07,91.0,0.57,0.44,0.48,1.0,5,98.76000213623048,0.60368866,0.03368865728378301,0.57603276
COP,2025-03-07,90.0,0.38,0.33,0.38,30.0,31,98.76000213623048,0.37698492,-0.0030150759220123335,0.34932905
COP,2025-03-07,88.0,0.3,0.21,0.24,2.0,2,98.76000213623048,0.3205413,0.020541292428970348,0.29288542
BA,2025-03-07,180.0,4.65,4.8,5.1,1.0,244,180.27349853515625,4.6988316,0.04883155822753871,4.6711755
BA,2025-03-07,175.0,3.04,2.93,3.15,12.0,185,180.27349853515625,2.9867425,-0.05325750350952152,2.9590867
BA,2025-03-07,170.0,1.8,1.73,1.79,14.0,275,180.27349853515625,1.7795398,-0.020460176467895552,1.751884
BA,2025-03-07,165.0,1.03,0.95,1.0,67.0,278,180.27349853515625,0.9902888,-0.039711205959320095,0.9626329
BA,2025-03-07,160.0,0.55,0.52,0.57,4.0,3203,180.27349853515625,0.51476365,-0.035236346721649214,0.48710778
BA,2025-03-07,155.0,0.37,0.08,0.51,5.0,72,180.27349853515625,0.41053727,0.04053727269172669,0.3828814
BA,2025-03-07,150.0,0.24,0.02,0.22,6.0,39,180.27349853515625,0.30996624,0.06996623635292054,0.28231037
BA,2025-03-07,145.0,0.22,0.04,0.34,100.0,118,180.27349853515625,0.23737173,0.01737172782421112,0.20971584
BA,2025-03-07,140.0,0.32,0.02,0.3,1.0,6,180.27349853515625,0.24579035,-0.07420965254306794,0.21813446
BA,2025-03-07,130.0,0.04,0.01,0.26,1.0,1,180.27349853515625,0.1338443,0.09384430110454559,0.10618842
NKE,2025-03-07,70.0,1.93,1.86,1.98,80.0,396,70.23999786376953,1.9195266,-0.010473423004150328,1.8918707
NKE,2025-03-07,69.0,1.47,1.46,1.51,20.0,212,70.23999786376953,1.4871368,0.017136840820312527,1.459481
NKE,2025-03-07,68.0,1.2,1.1,1.16,2.0,67,70.23999786376953,1.2006984,0.0006983757019043413,1.1730425
NKE,2025-03-07,67.0,0.86,0.81,0.99,30.0,289,70.23999786376953,0.85209227,-0.007907733917236315,0.82443637
NKE,2025-03-07,66.0,0.59,0.6,0.66,10.0,141,70.23999786376953,0.58922434,-0.0007756614685058283,0.56156844
NKE,2025-03-07,65.0,0.47,0.44,0.5,24.0,163,70.23999786376953,0.49793348,0.027933477163314846,0.4702776
NKE,2025-03-07,64.0,0.47,0.32,0.37,1.0,18,70.23999786376953,0.4335758,-0.036424190998077366,0.40591994
NKE,2025-03-07,63.0,0.5,0.24,0.32,64.0,52,70.23999786376953,0.38391808,-0.11608192324638367,0.3562622
NKE,2025-03-07,62.0,0.23,0.0,0.23,12.0,58,70.23999786376953,0.24505822,0.015058223605155935,0.21740234
NKE,2025-03-07,60.0,0.12,0.11,0.16,21.0,9,70.23999786376953,0.16549185,0.04549184918403626,0.13783596
LULU,2025-03-07,400.0,14.55,11.8,12.7,14.0,25,400.3999938964844,14.554524,0.004524421691893821,14.526869
LULU,2025-03-07,395.0,11.85,10.0,10.5,8.0,25,400.3999938964844,11.645744,-0.2042556762695309,11.618089
LULU,2025-03-07,390.0,9.85,8.05,8.55,60.0,55,400.3999938964844,9.850619,0.000619316101074574,9.822964
LULU,2025-03-07,385.0,8.0,6.25,6.75,3.0,64,400.3999938964844,7.9754834,-0.024516582489013672,7.9478273
LULU,2025-03-07,380.0,6.35,5.1,5.5,7.0,37,400.3999938964844,6.1666565,-0.18334350585937464,6.1390004
LULU,2025-03-07,375.0,5.05,3.8,4.3,6.0,29,400.3999938964844,5.0148683,-0.03513174057006818,4.987212
LULU,2025-03-07,370.0,3.95,3.1,3.4,2.0,20,400.3999938964844,3.8912544,-0.05874557495117205,3.8635986
LULU,2025-03-07,365.0,1.96,2.36,2.75,2.0,8,400.3999938964844,2.0685604,0.10856036186218265,2.0409045
LULU,2025-03-07,360.0,2.32,1.72,2.13,4.0,48,400.3999938964844,2.251612,-0.06838805198669418,2.223956
LULU,2025-03-07,355.0,1.43,1.41,1.85,1.0,27,400.3999938964844,1.4609511,0.03095108985900885,1.4332952
GS,2025-03-07,645.0,14.46,13.05,13.7,4.0,9,648.22998046875,14.446626,-0.013374290466309446,14.41897
GS,2025-03-07,640.0,9.94,11.15,11.6,11.0,19,648.22998046875,9.940502,0.0005021667480473724,9.912847
GS,2025-03-07,635.0,9.8,9.4,9.85,1.0,33,648.22998046875,9.811797,0.011797142028807883,9.784142
